"","hsa-let-7a-5p","hsa-let-7b-5p","hsa-let-7c-5p","hsa-let-7d-5p","hsa-let-7e-5p","hsa-let-7f-5p","hsa-let-7g-5p","hsa-let-7i-5p","hsa-miR-1-3p","hsa-miR-100-5p","hsa-miR-101-3p","hsa-miR-103a-3p","hsa-miR-105-5p","hsa-miR-106a-5p","hsa-miR-106b-5p","hsa-miR-107","hsa-miR-10a-5p","hsa-miR-10b-5p","hsa-miR-1178-3p","hsa-miR-1179","hsa-miR-1180-3p","hsa-miR-1181","hsa-miR-1182","hsa-miR-1183","hsa-miR-1197","hsa-miR-1200","hsa-miR-1203","hsa-miR-1204","hsa-miR-1205","hsa-miR-1206","hsa-miR-122-5p","hsa-miR-1225-3p","hsa-miR-1226-3p","hsa-miR-1228-3p","hsa-miR-1231","hsa-miR-1233-3p","hsa-miR-1236-3p","hsa-miR-124-3p","hsa-miR-1243","hsa-miR-1244","hsa-miR-1245a","hsa-miR-1246","hsa-miR-1247-5p","hsa-miR-1248","hsa-miR-1250-5p","hsa-miR-1252-5p","hsa-miR-1253","hsa-miR-1255a","hsa-miR-1256","hsa-miR-1257","hsa-miR-1258","hsa-miR-125a-3p","hsa-miR-125a-5p","hsa-miR-125b-5p","hsa-miR-126-3p","hsa-miR-1260a","hsa-miR-1261","hsa-miR-1262","hsa-miR-1266-5p","hsa-miR-1268a","hsa-miR-1269a","hsa-miR-1271-5p","hsa-miR-1272","hsa-miR-127-3p","hsa-miR-1275","hsa-miR-127-5p","hsa-miR-1276","hsa-miR-1277-3p","hsa-miR-1278","hsa-miR-1279","hsa-miR-128-3p","hsa-miR-1281","hsa-miR-1283","hsa-miR-1284","hsa-miR-1285-3p","hsa-miR-1287-5p","hsa-miR-1288-3p","hsa-miR-1289","hsa-miR-1290","hsa-miR-1291","hsa-miR-1292-5p","hsa-miR-1293","hsa-miR-129-2-3p","hsa-miR-1294","hsa-miR-129-5p","hsa-miR-1296-5p","hsa-miR-1297","hsa-miR-1298-5p","hsa-miR-1299","hsa-miR-1301-3p","hsa-miR-1302","hsa-miR-1303","hsa-miR-1305","hsa-miR-1306-3p","hsa-miR-1307-3p","hsa-miR-130a-3p","hsa-miR-130b-3p","hsa-miR-132-3p","hsa-miR-1321","hsa-miR-1323","hsa-miR-133b","hsa-miR-134-5p","hsa-miR-135a-5p","hsa-miR-135b-5p","hsa-miR-136-5p","hsa-miR-137-3p","hsa-miR-138-5p","hsa-miR-139-5p","hsa-miR-140-3p","hsa-miR-140-5p","hsa-miR-141-3p","hsa-miR-142-3p","hsa-miR-142-5p","hsa-miR-143-3p","hsa-miR-144-3p","hsa-miR-145-5p","hsa-miR-1469","hsa-miR-146a-5p","hsa-miR-146b-3p","hsa-miR-146b-5p","hsa-miR-147a","hsa-miR-1470","hsa-miR-147b-3p","hsa-miR-148a-3p","hsa-miR-148b-3p","hsa-miR-149-5p","hsa-miR-150-5p","hsa-miR-151a-3p","hsa-miR-152-3p","hsa-miR-153-3p","hsa-miR-1538","hsa-miR-1539","hsa-miR-154-5p","hsa-miR-155-5p","hsa-miR-15a-5p","hsa-miR-15b-5p","hsa-miR-16-5p","hsa-miR-181a-5p","hsa-miR-181b-5p","hsa-miR-181c-5p","hsa-miR-1825","hsa-miR-183-5p","hsa-miR-184","hsa-miR-185-5p","hsa-miR-187-3p","hsa-miR-188-3p","hsa-miR-188-5p","hsa-miR-18a-5p","hsa-miR-18b-5p","hsa-miR-190a-5p","hsa-miR-1908-5p","hsa-miR-1909-3p","hsa-miR-190b-5p","hsa-miR-191-5p","hsa-miR-1910-5p","hsa-miR-1911-5p","hsa-miR-1913","hsa-miR-1914-5p","hsa-miR-1915-3p","hsa-miR-192-5p","hsa-miR-193a-3p","hsa-miR-193a-5p","hsa-miR-193b-3p","hsa-miR-194-5p","hsa-miR-195-5p","hsa-miR-196a-5p","hsa-miR-196b-5p","hsa-miR-197-3p","hsa-miR-198","hsa-miR-199a-3p","hsa-miR-199a-5p","hsa-miR-19b-3p","hsa-miR-200a-3p","hsa-miR-200b-3p","hsa-miR-200c-3p","hsa-miR-202-3p","hsa-miR-203a-3p","hsa-miR-204-5p","hsa-miR-205-5p","hsa-miR-206","hsa-miR-208a-3p","hsa-miR-208b-3p","hsa-miR-20a-5p","hsa-miR-21-5p","hsa-miR-210-3p","hsa-miR-211-5p","hsa-miR-212-3p","hsa-miR-214-3p","hsa-miR-215-5p","hsa-miR-216a-5p","hsa-miR-217-5p","hsa-miR-218-5p","hsa-miR-219a-1-3p","hsa-miR-219a-2-3p","hsa-miR-219a-5p","hsa-miR-22-3p","hsa-miR-221-3p","hsa-miR-222-3p","hsa-miR-223-3p","hsa-miR-224-5p","hsa-miR-23a-3p","hsa-miR-23b-3p","hsa-miR-24-3p","hsa-miR-25-3p","hsa-miR-26a-5p","hsa-miR-26b-5p","hsa-miR-27a-3p","hsa-miR-28-3p","hsa-miR-28-5p","hsa-miR-296-3p","hsa-miR-296-5p","hsa-miR-297","hsa-miR-298","hsa-miR-299-3p","hsa-miR-299-5p","hsa-miR-29a-3p","hsa-miR-29b-3p","hsa-miR-29c-3p","hsa-miR-300","hsa-miR-301a-3p","hsa-miR-301b-3p","hsa-miR-302a-3p","hsa-miR-302b-3p","hsa-miR-302c-3p","hsa-miR-302d-3p","hsa-miR-302e","hsa-miR-302f","hsa-miR-30a-5p","hsa-miR-30b-5p","hsa-miR-30c-5p","hsa-miR-30d-5p","hsa-miR-30e-5p","hsa-miR-31-5p","hsa-miR-32-5p","hsa-miR-320a-3p","hsa-miR-320b","hsa-miR-320c","hsa-miR-320d","hsa-miR-323a-3p","hsa-miR-323a-5p","hsa-miR-324-3p","hsa-miR-324-5p","hsa-miR-326","hsa-miR-328-3p","hsa-miR-329-3p","hsa-miR-330-3p","hsa-miR-330-5p","hsa-miR-331-3p","hsa-miR-331-5p","hsa-miR-335-5p","hsa-miR-337-3p","hsa-miR-338-5p","hsa-miR-339-3p","hsa-miR-339-5p","hsa-miR-33a-5p","hsa-miR-33b-5p","hsa-miR-340-5p","hsa-miR-342-3p","hsa-miR-342-5p","hsa-miR-346","hsa-miR-34a-5p","hsa-miR-34b-3p","hsa-miR-34c-3p","hsa-miR-34c-5p","hsa-miR-361-3p","hsa-miR-361-5p","hsa-miR-362-3p","hsa-miR-362-5p","hsa-miR-363-3p","hsa-miR-365a-3p","hsa-miR-367-3p","hsa-miR-369-3p","hsa-miR-369-5p","hsa-miR-370-3p","hsa-miR-371a-3p","hsa-miR-371a-5p","hsa-miR-372-3p","hsa-miR-373-3p","hsa-miR-374a-5p","hsa-miR-374b-5p","hsa-miR-375-3p","hsa-miR-376a-3p","hsa-miR-376b-3p","hsa-miR-376c-3p","hsa-miR-377-3p","hsa-miR-378a-3p","hsa-miR-379-5p","hsa-miR-380-3p","hsa-miR-382-5p","hsa-miR-383-5p","hsa-miR-384","hsa-miR-409-3p","hsa-miR-409-5p","hsa-miR-410-3p","hsa-miR-412-3p","hsa-miR-421","hsa-miR-422a","hsa-miR-423-3p","hsa-miR-423-5p","hsa-miR-424-5p","hsa-miR-425-5p","hsa-miR-429","hsa-miR-431-5p","hsa-miR-432-5p","hsa-miR-433-3p","hsa-miR-448","hsa-miR-449a","hsa-miR-449b-5p","hsa-miR-450a-5p","hsa-miR-450b-5p","hsa-miR-451a","hsa-miR-452-5p","hsa-miR-323b-5p","hsa-miR-454-3p","hsa-miR-455-3p","hsa-miR-455-5p","hsa-miR-483-3p","hsa-miR-483-5p","hsa-miR-484","hsa-miR-485-3p","hsa-miR-485-5p","hsa-miR-486-3p","hsa-miR-487a-3p","hsa-miR-487b-3p","hsa-miR-488-3p","hsa-miR-489-3p","hsa-miR-490-3p","hsa-miR-490-5p","hsa-miR-491-3p","hsa-miR-491-5p","hsa-miR-492","hsa-miR-493-3p","hsa-miR-494-3p","hsa-miR-495-3p","hsa-miR-496","hsa-miR-497-5p","hsa-miR-498-5p","hsa-miR-499a-3p","hsa-miR-499a-5p","hsa-miR-500a-5p","hsa-miR-501-3p","hsa-miR-503-5p","hsa-miR-504-5p","hsa-miR-505-3p","hsa-miR-506-3p","hsa-miR-507","hsa-miR-508-3p","hsa-miR-508-5p","hsa-miR-509-3-5p","hsa-miR-509-3p","hsa-miR-509-5p","hsa-miR-510-5p","hsa-miR-512-3p","hsa-miR-512-5p","hsa-miR-513a-3p","hsa-miR-513a-5p","hsa-miR-513b-5p","hsa-miR-514a-3p","hsa-miR-515-3p","hsa-miR-515-5p","hsa-miR-516a-5p","hsa-miR-516b-5p","hsa-miR-517a-3p","hsa-miR-517b-3p","hsa-miR-517c-3p","hsa-miR-518b","hsa-miR-518c-3p","hsa-miR-518d-3p","hsa-miR-518e-3p","hsa-miR-518f-3p","hsa-miR-519b-3p","hsa-miR-519c-3p","hsa-miR-519d-3p","hsa-miR-519e-3p","hsa-miR-520a-3p","hsa-miR-520a-5p","hsa-miR-520b-3p","hsa-miR-520c-3p","hsa-miR-520d-3p","hsa-miR-520d-5p","hsa-miR-520e-3p","hsa-miR-520f-3p","hsa-miR-520g-3p","hsa-miR-521","hsa-miR-522-3p","hsa-miR-523-3p","hsa-miR-524-3p","hsa-miR-525-5p","hsa-miR-526a-5p","hsa-miR-526b-5p","hsa-miR-532-3p","hsa-miR-539-5p","hsa-miR-541-3p","hsa-miR-542-3p","hsa-miR-542-5p","hsa-miR-543","hsa-miR-544a","hsa-miR-545-3p","hsa-miR-548a-3p","hsa-miR-548b-3p","hsa-miR-548b-5p","hsa-miR-548c-5p","hsa-miR-548d-3p","hsa-miR-548d-5p","hsa-miR-548e-3p","hsa-miR-548f-3p","hsa-miR-548h-5p","hsa-miR-548i","hsa-miR-548j-5p","hsa-miR-548k","hsa-miR-548l","hsa-miR-548m","hsa-miR-548o-3p","hsa-miR-549a-3p","hsa-miR-550a-5p","hsa-miR-551a","hsa-miR-551b-3p","hsa-miR-553","hsa-miR-554","hsa-miR-555","hsa-miR-556-3p","hsa-miR-556-5p","hsa-miR-557","hsa-miR-558","hsa-miR-559","hsa-miR-561-3p","hsa-miR-562","hsa-miR-563","hsa-miR-564","hsa-miR-567","hsa-miR-568","hsa-miR-569","hsa-miR-570-3p","hsa-miR-571","hsa-miR-572","hsa-miR-573","hsa-miR-574-3p","hsa-miR-574-5p","hsa-miR-576-3p","hsa-miR-576-5p","hsa-miR-577","hsa-miR-578","hsa-miR-579-3p","hsa-miR-580-3p","hsa-miR-581","hsa-miR-582-3p","hsa-miR-582-5p","hsa-miR-583","hsa-miR-584-5p","hsa-miR-586","hsa-miR-587","hsa-miR-588","hsa-miR-589-5p","hsa-miR-590-3p","hsa-miR-590-5p","hsa-miR-591","hsa-miR-592","hsa-miR-593-3p","hsa-miR-595","hsa-miR-596","hsa-miR-597-5p","hsa-miR-598-3p","hsa-miR-599","hsa-miR-601","hsa-miR-602","hsa-miR-603","hsa-miR-605-5p","hsa-miR-606","hsa-miR-608","hsa-miR-609","hsa-miR-610","hsa-miR-611","hsa-miR-612","hsa-miR-613","hsa-miR-614","hsa-miR-615-3p","hsa-miR-615-5p","hsa-miR-616-3p","hsa-miR-617","hsa-miR-619-3p","hsa-miR-620","hsa-miR-622","hsa-miR-623","hsa-miR-624-3p","hsa-miR-625-5p","hsa-miR-627-5p","hsa-miR-628-5p","hsa-miR-629-5p","hsa-miR-630","hsa-miR-631","hsa-miR-632","hsa-miR-633","hsa-miR-634","hsa-miR-635","hsa-miR-636","hsa-miR-637","hsa-miR-638","hsa-miR-639","hsa-miR-640","hsa-miR-641","hsa-miR-642a-5p","hsa-miR-643","hsa-miR-644a","hsa-miR-645","hsa-miR-647","hsa-miR-648","hsa-miR-649","hsa-miR-650","hsa-miR-651-5p","hsa-miR-652-3p","hsa-miR-653-5p","hsa-miR-654-3p","hsa-miR-654-5p","hsa-miR-655-3p","hsa-miR-656-3p","hsa-miR-657","hsa-miR-658","hsa-miR-659-3p","hsa-miR-660-5p","hsa-miR-661","hsa-miR-662","hsa-miR-663a","hsa-miR-663b","hsa-miR-664a-3p","hsa-miR-665","hsa-miR-668-3p","hsa-miR-671-3p","hsa-miR-671-5p","hsa-miR-675-5p","hsa-miR-708-5p","hsa-miR-744-5p","hsa-miR-758-3p","hsa-miR-760","hsa-miR-765","hsa-miR-766-3p","hsa-miR-767-3p","hsa-miR-767-5p","hsa-miR-769-3p","hsa-miR-769-5p","hsa-miR-770-5p","hsa-miR-802","hsa-miR-873-5p","hsa-miR-874-3p","hsa-miR-875-3p","hsa-miR-875-5p","hsa-miR-876-3p","hsa-miR-877-5p","hsa-miR-885-3p","hsa-miR-885-5p","hsa-miR-887-3p","hsa-miR-888-5p","hsa-miR-889-3p","hsa-miR-891a-5p","hsa-miR-892a","hsa-miR-892b","hsa-miR-9-5p","hsa-miR-921","hsa-miR-922","hsa-miR-924","hsa-miR-92a-3p","hsa-miR-92b-3p","hsa-miR-93-5p","hsa-miR-933","hsa-miR-934","hsa-miR-935","hsa-miR-936","hsa-miR-937-3p","hsa-miR-938","hsa-miR-939-5p","hsa-miR-944","hsa-miR-95-3p","hsa-miR-96-5p","hsa-miR-98-5p","hsa-miR-99a-5p","hsa-miR-99b-5p","hsa-miR-1973","hsa-miR-1976","hsa-miR-2110","hsa-miR-2113","hsa-miR-2114-5p","hsa-miR-2116-5p","hsa-miR-2117","hsa-miR-2276-3p","hsa-miR-2277-3p","hsa-miR-2278","hsa-miR-449c-5p","hsa-miR-548q","hsa-miR-670-5p","hsa-miR-711","hsa-miR-718","hsa-miR-761","hsa-miR-762","hsa-miR-764","hsa-miR-133a-3p","hsa-miR-151a-5p","hsa-miR-186-5p","hsa-miR-199b-5p","hsa-miR-19a-3p","hsa-miR-27b-3p","hsa-miR-345-5p","hsa-miR-381-3p","hsa-miR-532-5p","hsa-miR-604","hsa-miR-7-5p","hsa-miR-891b"
"ACH-000698",12.107407,7.8914194,8.3084755,9.842524,5.6735563,9.979025,10.721826,10.321252,5.9183865,5.8412185,8.999465,11.781515,6.038041,8.387328,11.535519,9.08542,6.419539,6.2110124,5.867402,6.1485276,6.1906147,6.231317,5.8412185,5.967169,5.9183865,5.967169,6.083426,5.867402,6.038041,6.5861645,6.0148015,5.967169,6.1485276,5.8412185,5.8928766,5.867402,5.8412185,5.8928766,6.060696,6.083426,5.78738,8.734507,5.9429836,6.083426,5.8412185,6.038041,6.3473115,5.9183865,5.814807,5.9183865,5.967169,5.6735563,6.231317,7.758223,9.4859295,12.526653,6.169925,6.060696,6.3096128,6.3656225,6.2710896,6.083426,5.991182,11.485286,6.2513404,6.1272206,6.083426,5.991182,5.8928766,5.991182,5.867402,6.060696,5.6735563,5.991182,6.1272206,5.991182,5.8928766,5.9429836,5.8928766,6.1485276,5.991182,5.6735563,5.9429836,6.0148015,5.991182,5.9429836,6.8961506,6.1485276,6.1485276,6.105385,5.991182,5.9183865,6.4019036,5.7032113,7.5802207,5.967169,7.785877,6.870611,5.8412185,5.9183865,6.419539,6.038041,7.1512704,9.323302,7.4041195,7.063611,6.0148015,5.8412185,6.038041,7.1618876,11.687997,5.867402,5.6735563,5.9429836,5.9429836,6.083426,5.867402,7.330917,5.991182,5.967169,6.038041,5.78738,5.867402,9.559875,9.587627,5.814807,5.9183865,7.1827917,6.2110124,5.967169,6.060696,5.991182,6.105385,6.3838773,10.322435,9.531557,12.490355,10.696559,8.209892,6.2903876,6.1906147,9.906905,5.991182,6.7210994,6.169925,6.3473115,7.0408926,8.529001,7.4566417,6.083426,6.1906147,5.867402,6.3656225,8.114991,5.967169,6.1906147,5.9429836,6.169925,6.1272206,9.074248,5.6735563,6.169925,7.79266,9.367436,6.1906147,7.086083,6.1272206,6.6016965,5.759955,5.991182,6.038041,11.471528,9.189998,11.075466,13.333559,5.967169,6.0148015,6.0148015,6.1272206,5.8928766,6.3656225,6.105385,11.677424,11.036442,6.5052557,5.8412185,5.867402,6.169925,6.3656225,6.3473115,5.8928766,6.6172104,5.8928766,5.8928766,6.2110124,6.0148015,8.796981,9.057315,5.6735563,6.083426,8.284477,10.034813,11.738388,10.702008,12.01771,8.142005,7.017811,6.060696,6.038041,5.759955,6.169925,5.814807,5.8928766,5.867402,5.814807,10.452107,6.6920924,7.8330164,6.5542817,8.683977,6.7634115,5.867402,5.9183865,6.060696,6.038041,6.2110124,6.1485276,9.318588,11.906409,9.845819,8.194462,8.048051,8.713043,7.564302,6.2710896,5.8928766,10.388157,5.8928766,5.814807,6.083426,7.108106,8.860125,6.521836,6.488483,5.759955,5.991182,6.4543405,9.850749,5.967169,8.378251,5.814807,6.038041,6.1906147,6.038041,5.9183865,6.231317,8.355351,7.3587832,5.9429836,6.038041,8.250109,6.6775084,6.3096128,6.2110124,6.6172104,8.322695,6.3656225,6.4019036,7.349613,6.1485276,6.060696,6.0148015,6.0148015,6.2110124,6.0148015,6.0148015,5.991182,6.1272206,8.759123,8.766065,14.465911,6.060696,6.060696,6.6775084,5.967169,7.0293427,6.3656225,5.991182,5.867402,6.328585,6.038041,5.78738,6.105385,6.3096128,5.9429836,6.662633,6.231317,8.803743,8.260026,6.2513404,7.8130116,8.840464,5.991182,5.9429836,5.9429836,5.8412185,6.0148015,5.814807,6.0148015,6.3096128,6.0148015,6.060696,6.1906147,7.3862076,6.060696,5.759955,5.6735563,5.8928766,7.8196683,8.533096,5.9183865,6.2513404,5.6735563,5.9429836,5.8412185,5.8928766,7.6037745,5.991182,5.8928766,5.967169,5.867402,6.4716754,8.081936,6.060696,7.1724277,6.038041,5.8412185,5.8928766,6.1485276,6.4019036,6.231317,6.083426,6.231317,6.3096128,6.1906147,6.0148015,5.867402,6.169925,5.78738,6.735387,6.0148015,6.0148015,5.78738,6.1272206,5.9429836,5.8928766,5.9183865,6.231317,5.991182,6.105385,5.991182,5.991182,5.8412185,5.8412185,6.2110124,6.1906147,5.8928766,6.060696,5.9429836,5.6735563,6.038041,5.8928766,5.759955,6.1485276,5.991182,6.060696,5.967169,6.038041,5.814807,7.233907,6.437128,6.169925,5.9183865,5.6735563,5.9429836,5.78738,5.814807,6.169925,6.5052557,6.0148015,6.7068067,7.0408926,5.814807,6.419539,6.083426,5.8928766,9.891069,6.3096128,6.083426,6.060696,5.814807,5.9429836,6.1272206,6.7068067,6.0148015,6.038041,6.105385,6.946146,6.038041,6.038041,5.8928766,6.328585,5.867402,6.083426,5.8928766,6.105385,6.231317,6.083426,6.0148015,6.1272206,5.867402,5.991182,5.8928766,5.9183865,5.8412185,7.0293427,6.1906147,5.814807,6.3473115,5.8928766,5.814807,6.083426,6.231317,5.991182,6.169925,5.9183865,8.843764,7.203495,6.2110124,5.991182,6.437128,5.9183865,5.8412185,6.0148015,5.8928766,5.8928766,6.4543405,5.967169,6.105385,5.967169,5.9183865,5.967169,6.038041,6.169925,7.2734227,6.1272206,6.6775084,5.759955,6.083426,5.991182,5.967169,6.3838773,5.9429836,6.038041,5.731726,5.6735563,5.991182,5.867402,5.9183865,5.967169,5.9429836,5.867402,5.9429836,6.105385,5.8412185,5.9429836,6.060696,5.9183865,6.060696,6.1272206,6.105385,5.6735563,6.083426,5.867402,5.9429836,6.038041,5.867402,6.647746,6.1272206,6.083426,6.231317,6.169925,5.9183865,5.991182,5.991182,6.083426,5.9429836,6.083426,6.647746,6.3473115,6.2110124,5.9183865,5.8928766,5.8928766,5.9429836,6.0148015,6.038041,5.867402,6.8577323,6.060696,6.105385,6.2110124,5.8928766,6.5861645,6.2110124,5.814807,5.9183865,5.991182,7.108106,5.9183865,6.1906147,5.8928766,6.2110124,5.6735563,5.8412185,5.9183865,6.060696,5.814807,6.1272206,13.271508,5.6735563,6.083426,5.8928766,5.867402,6.169925,5.759955,6.231317,5.9429836,6.038041,6.1485276,6.0148015,6.521836,6.1272206,5.731726,6.2903876,6.1485276,5.814807,5.759955,5.9429836,6.083426,5.991182,5.967169,5.8928766,5.991182,6.105385,11.718802,5.8928766,5.967169,5.8412185,11.260502,7.0971894,9.096504,5.9183865,6.4716754,5.8928766,5.814807,6.0148015,6.1272206,5.6735563,5.731726,10.133605,11.757715,8.240171,7.5958915,5.9429836,6.5052557,9.902164,5.8928766,6.038041,6.1272206,5.731726,6.3656225,5.731726,5.814807,5.967169,5.759955,5.759955,5.731726,5.759955,6.0148015,5.78738,5.9183865,6.1272206,5.8928766,7.8914194,9.547801,6.0148015,8.873075,10.571089,6.844486,5.8412185,6.083426,5.759955,6.419539,6.2903876
"ACH-000489",12.355764,9.842696,8.203984,9.244483,7.1499505,10.616319,10.125529,9.237401,6.2332363,6.3689427,7.134734,10.092572,6.2045712,8.628628,8.757923,7.11946,9.534517,6.2613425,6.2045712,6.9737263,6.1145754,6.4446006,5.8801956,5.8434815,6.316146,6.018812,6.289097,5.9855003,6.14527,7.2376404,6.175125,6.316146,6.3689427,6.018812,5.9855003,6.175125,5.9855003,6.3428745,6.14527,6.5166454,6.018812,9.499447,6.39472,6.316146,6.175125,6.2045712,6.14527,6.14527,6.1145754,6.2332363,6.083426,8.18938,8.174676,6.2045712,7.398573,10.78113,7.103917,6.3428745,6.5625477,6.2332363,6.018812,6.175125,6.2332363,9.343386,6.7333546,5.951168,6.539779,6.018812,6.018812,6.4446006,5.951168,5.9855003,5.6859403,6.083426,6.3689427,5.916238,6.14527,6.083426,6.2045712,6.2045712,5.951168,5.8434815,5.9855003,6.1145754,6.0515895,5.8434815,8.182047,6.629065,6.419876,6.39472,6.14527,5.951168,6.7924647,5.8434815,6.419876,5.916238,6.849249,8.934575,5.951168,6.018812,6.629065,6.692511,5.8058085,7.8977246,6.9906144,6.8115993,6.083426,5.916238,6.175125,7.2933335,9.838022,7.251814,6.7532835,6.083426,6.1145754,6.4446006,5.951168,7.2795644,6.1145754,6.419876,6.469072,5.8434815,6.0515895,7.056475,7.785812,6.2332363,6.3689427,6.8115993,6.083426,6.175125,5.8801956,6.175125,6.2332363,7.1499505,9.060237,10.218321,11.982555,8.431873,7.0403447,6.419876,6.14527,7.785812,6.14527,6.6715765,6.419876,6.3689427,7.4361286,7.398573,6.867773,6.0515895,6.419876,5.951168,6.289097,8.335748,6.539779,6.175125,6.3689427,6.018812,6.0515895,10.850031,5.6859403,5.951168,9.275915,11.4133,6.6071825,9.388814,7.0725346,6.2332363,6.018812,6.14527,6.316146,11.133476,8.533603,10.796867,11.375919,6.4446006,10.04066,6.0515895,6.14527,5.8434815,6.5166454,6.1145754,11.555241,11.79645,6.5625477,6.1145754,6.018812,6.175125,7.8521237,6.2332363,6.1145754,6.14527,6.083426,6.2332363,6.2045712,6.289097,10.345538,9.457422,5.6859403,6.849249,10.08668,8.090748,10.583205,8.994579,11.535902,7.8240676,9.103682,6.018812,5.916238,5.6859403,6.629065,5.8058085,6.3428745,6.2613425,6.14527,12.804047,8.5847,7.5201864,6.3428745,7.17971,6.921722,6.083426,6.419876,6.8115993,6.2332363,6.289097,6.316146,7.5547423,10.25031,7.9155807,7.5996156,6.8859406,7.842853,7.3858624,6.9392266,6.1145754,12.032476,5.951168,6.083426,6.3689427,6.4446006,6.5625477,6.175125,6.39472,6.0515895,6.083426,6.6504774,7.2933335,6.083426,7.164907,6.018812,6.083426,6.4446006,6.5625477,5.951168,6.4929748,6.5625477,6.4446006,6.316146,6.2045712,6.6715765,7.0074196,6.289097,6.692511,6.7130084,7.056475,6.419876,6.7333546,6.6715765,6.867773,6.289097,6.39472,5.9855003,6.1145754,6.175125,5.9855003,6.1145754,6.3689427,8.516172,8.56788,7.0239205,6.7333546,6.39472,6.39472,6.2613425,7.7263546,6.903882,6.39472,6.083426,6.903882,6.175125,6.018812,6.5166454,6.6071825,6.175125,6.921722,6.6071825,7.746447,8.121844,6.289097,7.632341,8.302228,5.951168,5.8801956,6.14527,5.916238,6.316146,6.175125,6.289097,6.629065,6.018812,6.7532835,6.3689427,6.6071825,6.4446006,6.2045712,6.175125,5.951168,7.103917,11.122951,6.3689427,6.14527,6.3428745,6.3428745,5.916238,5.9855003,7.088311,6.175125,6.0515895,6.018812,6.083426,7.1499505,10.203874,6.4929748,7.6748986,6.0515895,6.083426,6.14527,6.316146,6.4446006,6.3428745,6.6504774,6.4446006,6.419876,6.3428745,6.2332363,6.4446006,6.2045712,5.9855003,7.56613,6.3428745,6.083426,5.8801956,5.9855003,6.289097,6.14527,5.951168,6.39472,6.175125,6.1145754,6.018812,5.9855003,6.2613425,5.8058085,6.289097,6.2045712,5.951168,6.1145754,6.3689427,7.372952,6.316146,6.1145754,6.0515895,6.3689427,6.2613425,6.175125,6.2045712,6.289097,6.0515895,7.4606605,7.3203945,6.2045712,6.3428745,5.916238,6.316146,6.175125,6.1145754,6.2332363,7.7162366,6.6504774,6.39472,7.746447,6.316146,6.9737263,6.316146,5.9855003,12.586322,6.2613425,6.5851126,6.4929748,5.8434815,5.76686,6.3428745,6.5625477,6.0515895,6.2045712,6.5851126,7.333692,6.289097,6.1145754,6.5625477,6.2613425,6.2045712,6.2613425,6.175125,6.289097,6.175125,6.2045712,6.2045712,6.419876,5.951168,6.4446006,6.0515895,5.916238,6.0515895,7.103917,6.3428745,6.1145754,6.5625477,5.951168,5.9855003,6.8859406,6.849249,6.289097,6.2613425,6.539779,6.6504774,6.629065,6.3428745,6.2613425,6.469072,6.3428745,8.998788,6.6071825,6.2332363,6.175125,6.7924647,6.2332363,6.39472,5.951168,6.083426,6.018812,6.2613425,6.0515895,11.380748,6.175125,7.306882,5.8801956,6.539779,6.1145754,6.1145754,6.8115993,6.14527,6.6071825,6.289097,5.6859403,5.9855003,5.8434815,6.316146,6.2613425,5.9855003,5.916238,6.2045712,5.9855003,6.2332363,6.316146,6.5851126,6.629065,6.3428745,6.629065,6.316146,5.8801956,6.175125,6.018812,5.8434815,6.3428745,5.8434815,6.289097,7.251814,6.3689427,6.5166454,6.3428745,6.175125,6.5166454,6.083426,6.018812,5.951168,6.6504774,6.9906144,6.9906144,6.3689427,6.39472,6.175125,5.9855003,6.2045712,6.0515895,6.469072,6.2332363,7.056475,6.1145754,6.175125,6.469072,6.316146,6.8859406,6.6071825,6.0515895,6.1145754,6.1145754,6.7333546,6.2332363,6.289097,6.39472,6.175125,5.6859403,6.083426,6.175125,6.018812,6.14527,6.083426,13.195031,6.7130084,6.0515895,6.2332363,6.2613425,6.2332363,6.3689427,6.39472,6.175125,6.316146,6.175125,6.4929748,6.083426,6.0515895,6.0515895,6.175125,6.39472,5.916238,5.951168,6.3689427,6.083426,6.175125,6.083426,6.3428745,6.175125,6.083426,7.610656,6.083426,5.9855003,6.0515895,11.151473,6.8115993,8.15977,6.1145754,6.6504774,5.951168,5.9855003,6.018812,6.2045712,6.083426,6.1145754,7.0725346,9.417262,7.5773535,6.2045712,7.17971,6.3689427,7.746447,6.018812,6.2332363,6.39472,6.2332363,6.629065,6.3689427,5.8801956,6.4929748,6.0515895,6.083426,5.8058085,6.018812,6.39472,5.76686,5.951168,6.175125,6.175125,7.736402,7.1499505,6.018812,8.067004,12.361472,6.7130084,6.14527,6.1145754,6.0515895,6.7333546,6.5166454
