gene1,gene2,gene1_id,gene2_id,score
MAP3K2,MAPK8,516,98,2.65135004582725
BTG3,DDX6,517,443,2.64761609729188
DDX6,BTG2,443,389,2.64761609729188
PATL1,BTG2,624,389,2.64761609729188
BTG3,PATL1,517,624,2.64761609729188
HDAC6,RANBP2,268,631,2.64553233316848
GABRP,CACNA1A,178,88,2.64440021680901
GABRE,CACNA1A,177,88,2.64440021680901
GABRQ,CACNA1A,179,88,2.64440021680901
GABRG1,CACNA1A,175,88,2.64440021680901
GABRG3,CACNA1A,176,88,2.64440021680901
GABRD,CACNA1A,180,88,2.64440021680901
PPARD,RARB,23,113,2.63882134940745
PPARD,RARG,23,107,2.63882134940745
RARA,NR1I2,112,6,2.63641554134017
HDAC1,AR,205,37,2.63545291631993
IRF2BP2,CHRNA10,492,148,2.63541472147337
SLC6A2,STXBP1,100,544,2.63535761595553
CPLX1,SLC6A2,453,100,2.63535761595553
SLC6A2,SYT1,100,595,2.63535761595553
CACNA1D,CACNB1,169,145,2.63192261345429
CACNA1D,CACNG1,169,153,2.63192261345429
CACNG2,CACNA1D,186,169,2.63192261276675
PTK2B,AXL,250,356,2.63181685111342
NCOA2,PPARD,252,23,2.63120038807186
JUN,PIK3CA,69,302,2.63064696352989
JUN,PIK3R1,69,538,2.63064696352989
BAD,YWHAG,358,454,2.63049610493706
GRB2,CACNA1D,565,169,2.62928107092315
HDAC6,HSP90AA1,268,290,2.6245183018804
PPARD,VDR,23,0,2.62374374384887
HDAC7,TBL1XR1,297,477,2.62331155205478
ETS1,SRSF11,437,494,2.62108325163413
FGFR2,PDGFRA,338,78,2.6181732375266
SUB1,UBR5,386,404,2.613248103
PPARD,PPARG,23,24,2.61201850835179
IMPDH2,SLC25A44,131,483,2.61061461571291
CYP1B1,AHR,255,285,2.61001046749019
HPGDS,PTGS2,122,56,2.60954892833728
MET,MAPK8,329,98,2.60940240459964
CACNA1C,CACNA1H,86,91,2.60932616223059
ERBB4,ABL2,347,233,2.60647998835785
ABCC5,LYVE1,353,327,2.6057824652911
HDAC6,HDAC3,268,267,2.60449340686212
ADRA1D,ADRB3,95,72,2.60320092119533
ADRA1B,ADRB3,94,72,2.60320092119533
GRIA4,PIK3R1,157,538,2.60314748959241
MAP2K1,PSMB1,342,3,2.6017473034826
MAP2K1,PSMB5,342,2,2.6017473034826
MAP2K1,PSMB2,342,336,2.6017473034826
MAP2K2,CACNA1B,343,87,2.60142175056274
PRKCQ,NEK11,264,345,2.60125719074746
GRIA3,PIK3R1,158,538,2.59974719185377
TLN1,EZR,422,506,2.59884285505426
GRIA4,PIK3CB,157,304,2.59761008185585
GRIA4,PIK3CA,157,302,2.59761008185585
GRIA4,PIK3CD,157,303,2.59761008185585
PPARG,RXRG,24,106,2.59461380257132
LIMK1,MYO10,346,419,2.5943994243743
CDK2,E2F7,261,429,2.59415608432366
YWHAG,KIF23,454,395,2.5939287807285
TOP2B,VDR,99,0,2.5928574363191
CDKN1A,E2F7,204,429,2.59035792342006
NRBP1,NR3C2,502,32,2.58979065985114
NR0B1,NR3C2,223,32,2.58979065985114
HIBCH,ALDH5A1,281,20,2.58896196405998
HIBCH,ALDH1A2,281,110,2.58818519124843
ITK,PRKCQ,257,264,2.58804472141299
KCNJ5,CACNA1C,164,86,2.58755178678468
ALDH1A1,HIBCH,108,281,2.58744680253777
DHFR,POLA1,63,194,2.58683109159934
EGFR,ABL2,25,233,2.58635164602565
CSNK2A1,PML,287,206,2.58577750732687
MAP3K2,PDPK1,516,263,2.58454136108954
LIMK1,CACNA1A,346,88,2.58363526943086
AKT1,IKBKB,203,198,2.58127190493256
RARA,VDR,112,0,2.58073394442457
WNK1,TTYH3,430,465,2.57948739465176
AKT1,CACNA1S,203,168,2.57912597511223
VDR,MED13,0,528,2.5784691229357
HMMR,SV2A,315,217,2.5775718074061
CDKN1A,MAPK11,204,340,2.57705627808482
CDKN1A,MAPK14,204,245,2.57705627808482
GABRP,CACNA1B,178,87,2.57673807742795
GABRG3,CACNA1B,176,87,2.57673807742795
GABRG1,CACNA1B,175,87,2.57673807742795
GABRD,CACNA1B,180,87,2.57673807742795
GABRQ,CACNA1B,179,87,2.57673807742795
GABRE,CACNA1B,177,87,2.57673807742795
MAPK8,ACTB,98,286,2.57547155865232
ABCC5,TYMS,353,15,2.5735809572077
PDPK1,RAF1,263,41,2.5714970683274
AKT1,GRIA2,203,156,2.56667363648568
GSTP1,CBR1,354,295,2.56424392067533
GRB2,CACNA1C,565,86,2.56406221604778
MAPK14,MAP2K1,245,342,2.56048837094491
PDGFRA,MAPK11,78,340,2.56039603402974
MAPK14,PDGFRA,245,78,2.56039603201385
ABL1,TUBA4A,80,62,2.55977479978913
ABL1,STXBP1,80,544,2.55977479978913
MAP3K2,NEK11,516,345,2.5574715229365
SIK1,PRKCQ,344,264,2.55734506390079
LASP1,SLC25A44,541,483,2.55421531647407
CEBPB,NOLC1,296,193,2.55288538601122
CDK2,PDPK1,261,263,2.55260386954861
MAPK3,ACTB,201,286,2.55224459979283
MAPK1,ACTB,202,286,2.55224459979283
GRIA3,CACNA1A,158,88,2.55184712539555
HSP90AA1,BRAF,290,40,2.5515824503722
ITGAL,LCK,82,230,2.54854313017486
ALDOA,TUBA4A,409,62,2.54749679326359
ALDOA,TUBA1A,409,65,2.54749679326359
CTNND1,RET,415,48,2.54452155793533
FYN,MAP2,234,221,2.54431723670326
CACNA1D,CACNA1H,169,91,2.54212624336512
KCNJ11,CACNA1G,89,90,2.53935543593389
GRB2,ACTB,565,286,2.53781626580076
APP,MAPT,491,222,2.53599013713748
PARP1,TOP1,350,124,2.53515095214783
PNPLA6,GPD1,485,28,2.53503747265967
PNPLA6,PISD,485,498,2.53503747265967
PISD,GPD1,498,28,2.53503747265967
PDGFRB,MAPK8,45,98,2.534913913
PSME3,CDKN1A,515,204,2.53347494692539
MAP3K2,MAPK11,516,340,2.53174022665898
FLT3,NTRK1,44,76,2.53114719394692
FGFR3,MAPK8,308,98,2.53055825560655
ERBB2,HSP90AB1,247,301,2.52972652100267
GRIN3A,DRD1,142,215,2.52600600379942
AHR,FDX1,285,85,2.52599958886247
FGFR2,MAPK8,338,98,2.52537203420353
KCNJ5,CACNA1D,164,169,2.52006188485286
PSMB2,RAF1,336,41,2.51722448914582
PSMB5,RAF1,2,41,2.51722448914582
PSMB1,RAF1,3,41,2.51722448914582
MAPK3,TUBA4A,201,62,2.51644605050426
MAPK3,TUBA1A,201,65,2.51644605050426
MAPK1,TUBA4A,202,62,2.51644605050426
MAPK1,TUBA1A,202,65,2.51644605050426
ADRA1A,ADRB3,93,72,2.51601365132777
BCL2,CACNA1C,219,86,2.51528872326746
NME4,EIF5B,362,523,2.5148007579015
LYN,ADAM15,243,368,2.51474522209296
CDK6,ETS1,349,437,2.51232523238819
ATP1B1,ATP2A2,594,489,2.5108441433916
GRB2,ANXA2,565,373,2.50974921859716
FGR,MYO10,240,419,2.50961832071441
MAPK11,BRAF,340,40,2.50736072176745
PPAT,ALDH5A1,246,20,2.5048764702602
JAK1,PML,331,206,2.50250819701769
MAP2,TUBA1A,221,65,2.50171843853409
NTRK1,RET,76,48,2.50153004942639
MAPK8,CCND1,98,200,2.50118503349337
NLK,PPARD,363,23,2.50117513923344
JAK1,ACTB,331,286,2.50001932326992
CDK2,NEK11,261,345,2.49839333124056
SRCAP,INO80,610,598,2.49798242948343
DRD3,DRD4,207,212,2.49772877134557
GSR,TYMS,12,15,2.49758530342661
AKT1,MAPKAPK2,203,259,2.4969486209809
GABRD,ORM1,180,35,2.49659556277593
ERBB4,STAT5B,347,232,2.49513487780349
ESR1,FAM102A,31,406,2.49483828983752
PPARD,RARA,23,112,2.49407998832475
FGFR1,L1CAM,47,188,2.49387381090483
COL5A1,PDGFRB,577,45,2.49383104222697
EGFR,CD44,25,313,2.49268703550709
ABL1,TOP1,80,124,2.48935172330963
HSP90AB1,BRAF,301,40,2.48752459044864
AKT1,GRIA1,203,152,2.48706784739168
H2AX,MIER1,554,442,2.48696944132628
GABRB1,KCNJ9,167,187,2.48548133309251
GABRB3,KCNJ9,136,187,2.48548133309251
GABRB2,KCNJ9,135,187,2.48548133309251
CDK2,POLA1,261,194,2.48294495575982
TMSB4X,UBC,378,444,2.48187166518899
MAPK11,MAP2K1,340,342,2.48154418025009
FGR,HSP90AA1,240,290,2.48074038564379
GABRA4,APP,150,491,2.47996698152829
NCOA2,AHR,252,285,2.47961253816165
GABRA5,CACNA1B,149,87,2.47893451017957
GABRA3,CACNA1B,151,87,2.47893451017957
GABRA6,CACNA1B,155,87,2.47893451017957
GABRA1,CACNA1B,141,87,2.47893451017957
GABRA4,CACNA1B,150,87,2.47893451017957
GABRA2,CACNA1B,147,87,2.47893451017957
GALNT10,OGT,421,627,2.47744723922418
LTA4H,MAPKAPK2,272,259,2.47684417419126
SIN3A,HDAC9,456,18,2.47490373013336
IKBKB,NEK11,198,345,2.47445750769151
HIBCH,PGD,281,139,2.47373450004394
ATP2A2,CACNA1S,489,168,2.47310670327762
ITGAL,ZAP70,82,265,2.47290953605982
DRD1,DRD5,215,214,2.47138486917862
FGF1,FLT4,309,42,2.47114232738844
NAPB,SYT1,529,595,2.47013172854532
CMPK1,TXNRD1,51,199,2.46988058997241
NME4,TXNRD1,362,199,2.46988058997241
ERBB4,GRB2,347,565,2.46775396482082
DDX5,HDAC1,396,205,2.46763780234648
MAPK14,MAP2K2,245,343,2.46246991960617
ATOX1,TF,61,60,2.4614483283423
L1CAM,MSN,188,426,2.46105862353031
MTOR,JUN,140,69,2.46049455608635
LCK,AXL,230,356,2.4603855377314
PTK2B,JAK1,250,331,2.45946652149124
ESR1,GPER1,31,127,2.45687177917401
CDH2,FGFR1,621,47,2.4561897945658
PLEC,WNK1,626,430,2.45580856194503
CACNA1S,CACNA1H,168,91,2.45518320928648
POLA1,TYMS,194,15,2.45502875275542
MTOR,CACNA1D,140,169,2.45353094026762
BRAF,QKI,40,447,2.45164264150702
GABRE,KCNJ6,177,161,2.45086954678484
GABRG1,KCNJ6,175,161,2.45086954678484
GABRG3,KCNJ6,176,161,2.45086954678484
GABRP,KCNJ6,178,161,2.45086954678484
GABRD,KCNJ6,180,161,2.45086954678484
KCNJ6,GABRQ,161,179,2.45086954662179
IMPDH1,CRBN,130,53,2.44969529973093
HSPA2,MAP2K1,291,342,2.44940903114183
MAP2,MAPT,221,222,2.44873949278495
EGFR,LYN,25,243,2.44865661718251
CHRM3,AKT1,298,203,2.44847871558134
ALDH1A1,SLC2A3,108,503,2.44689994248502
GSR,GSTP1,12,354,2.44568184043066
KIT,BCL2,46,219,2.44556237699779
ABCC5,ATIC,353,64,2.44551129469479
CDKN1A,CACNA1C,204,86,2.4454335136313
CSF1R,ETS1,77,437,2.44530352373044
CSF1,ETS1,427,437,2.44530352373044
ESRRB,NR4A3,253,236,2.44412688725411
ESRRG,NR4A3,97,236,2.44412688725411
NRBP1,NR4A3,502,236,2.44412688725411
NR0B1,NR4A3,223,236,2.44412688725411
FGFR3,PDGFRB,308,45,2.44364894873858
HDAC1,MAPK8,205,98,2.44358049921651
HDAC2,MAPK8,21,98,2.44358049921651
HSP90AA1,MAPK3,290,201,2.44192466940625
GADD45A,RARB,482,113,2.4418075572992
AKT1,ACTB,203,286,2.44151094354177
FPGS,CBR1,16,295,2.44145925045709
HTR2B,HTR7,104,216,2.43887416038826
HTR2A,HTR7,101,216,2.43887416038826
HTR2C,HTR7,213,216,2.43887416038826
ARPP19,APP,361,491,2.4376514706787
DCK,CMPK1,195,51,2.43754065369514
GSR,PGD,12,139,2.43421487642819
KIT,BCR,46,75,2.42902437508258
ACTB,UBC,286,444,2.42607297568534
MAPK8,NEK11,98,345,2.42383219379534
ESRRG,NCOA1,97,251,2.42308276321752
DNAJB11,BRAF,575,40,2.42178897001375
SH2B3,KITLG,310,562,2.42083108655613
PADI4,MACROH2A1,197,487,2.41995664185712
MAPK11,MAP2K2,340,343,2.41986486642792
KDSR,ALDH5A1,497,20,2.4152295867149
HCK,BCR,275,75,2.41489178507089
KDSR,ALDH1A2,497,110,2.41473114553962
ALDH1A1,KDSR,108,497,2.41473114553962
MYBL1,NLK,478,363,2.40486132313986
FPGS,NME4,16,362,2.40348153890489
HSP90AA1,AXL,290,356,2.40179183048724
KCNJ9,CACNA1B,187,87,2.40056551178436
FYN,LIMK1,234,346,2.39749215367804
FSCN1,VCAM1,480,162,2.39527986653522
KCNJ11,MINDY2,89,540,2.39475110592699
LYN,PIK3CG,243,262,2.39442752996688
MAP3K2,PRKCQ,516,264,2.39256300919067
HDAC1,PML,205,206,2.38889745302253
SRC,SYK,228,258,2.38866490200873
CDK2,SIK1,261,344,2.3874019198787
MAPK6,MAP2K4,381,566,2.38637607173635
GRB2,JAK2,565,330,2.38561587033124
ELOVL5,CACNG1,586,153,2.38339047730167
LYN,PDPK1,243,263,2.38108873220456
CDK2,PRKCQ,261,264,2.37719080980564
MET,CD44,329,313,2.37674252748787
TNFAIP6,TNFSF11,324,54,2.37633974878844
CCT5,TUBG1,464,67,2.3716458597122
MAPK14,TAOK1,245,555,2.36982345936712
NCOA2,ESR2,252,39,2.36965116481586
HTR1D,EZR,208,506,2.3671367241259
AKT1,NEK11,203,345,2.36288965241125
ACTB,TMSB4X,286,378,2.36285485840156
RET,SRC,48,228,2.36099221652102
LIMK1,PIM1,346,256,2.3596757435658
MAPK14,NEK11,245,345,2.35534573568825
EGFR,PTK2B,25,250,2.35298424397255
GADD45A,RXRA,482,118,2.34724282265895
MAPK1,WNK1,202,430,2.34613490708389
PTK6,RET,306,48,2.34582007270454
CSF1R,PIK3R1,77,538,2.34222744800187
MPG,POLB,58,191,2.34126181231383
PDPK1,MAP2K1,263,342,2.33846879748804
FYN,PRKCQ,234,264,2.33371579221346
PDPK1,MAP2K2,263,343,2.33105858792994
HDAC1,PPARD,205,23,2.33015722136029
HSP90AA1,TUBA1A,290,65,2.32993334058437
COL5A1,VCAN,577,317,2.32826745531373
MAPK14,PDPK1,245,263,2.32782906481212
DNMT3B,LIG3,249,14,2.32666518408161
GABRA6,HMGCR,155,81,2.32227157597095
SIK1,IKBKB,344,198,2.32175568422964
MAP2K2,NEK11,343,345,2.31803124194924
FTL,ACTB,589,286,2.3142343207353
EGFR,PIM1,25,256,2.31315228246741
TYMS,VCAM1,15,162,2.31064861109604
FDX1,HSPA2,85,291,2.30727352411387
FDX1,HSPA8,85,242,2.30727352411387
ABL1,PDGFRB,80,45,2.30639442970999
LASP1,DAZAP2,541,581,2.30615968664874
NME4,ATAD1,362,460,2.30544270917617
MAP3K2,SIK1,516,344,2.30455207859717
G6PD,PPAT,377,246,2.30319206433556
PDGFRA,PIK3R1,78,538,2.30293699425369
PRKCQ,MAPK8,264,98,2.30025031523288
DCK,RXRG,195,106,2.29870559669738
CEBPB,ORM1,296,35,2.29835729922453
MAP2K1,NEK11,342,345,2.29819613253915
LCK,PIK3CA,230,302,2.29681451326036
ALK,GRB2,328,565,2.29666546620548
CPLX1,CACNA1B,453,87,2.29480476478885
GPI,PGD,591,139,2.2934870141068
NR3C1,STAT5B,36,232,2.29277466043971
HSP90AA1,LCK,290,230,2.29254511915123
ITK,LCK,257,230,2.29079647101917
CHRNB4,GABRB3,170,136,2.28791430531819
ESR1,ESRRA,31,254,2.28357911535779
LYN,PRKCQ,243,264,2.28202833535062
SIK1,TAOK1,344,555,2.28095139832147
KCNJ5,CACNA1B,164,87,2.2808834588652
NR3C1,RAD21,36,552,2.27811789058143
MAPK14,PRKCQ,245,264,2.27767847612228
PTK2B,LCK,250,230,2.27427197440059
CACNG2,KCNJ9,186,187,2.27284653580436
FRS2,MAPK3,425,201,2.27178356300218
CHRNA7,FNDC3A,165,372,2.2714598955077
GRB2,ITK,565,257,2.27062421794702
MAPK14,MAPK8,245,98,2.27056871126823
PDPK1,TAOK1,263,555,2.2681613211205
CDK2,MAP3K2,261,516,2.26789015554484
TUBB,ABL1,29,80,2.26634448389483
FPGS,OGDH,16,19,2.26570786645199
LAYN,NCAN,322,316,2.26049690622696
GRB2,PIK3CA,565,302,2.25486408304208
CDK2,MAP2K1,261,342,2.25480128129781
AKT1,BRAF,203,40,2.25430908626013
LYN,MAPK3,243,201,2.25425859990801
CDK2,MAP2K2,261,343,2.25324093879517
MAPK3,TUB,201,428,2.25085362035258
MAPK1,TUB,202,428,2.25085362035258
JAK2,KIT,330,46,2.25050884122993
YWHAG,NOLC1,454,193,2.24940503329587
KDSR,ACADSB,497,17,2.24769620102091
PIM1,ZAP70,256,265,2.24647722325643
CACNG2,KCNJ3,186,160,2.24403458262766
DDX6,G3BP2,443,385,2.24347996459262
ABCC5,HMMR,353,315,2.24333457409348
HTR1B,PTGS2,74,56,2.24245380870973
LCK,PDPK1,230,263,2.2423278196953
PTK6,WNK1,306,430,2.24130335127887
FGFR2,GRB2,338,565,2.2371034770026
SIK1,MAP2K1,344,342,2.2360307321136
CACNG1,CCDC51,153,227,2.23204269300721
ICAM1,TUBE1,314,68,2.23172873155217
JAK2,PIM1,330,256,2.23000699484379
FGFR2,BRAF,338,40,2.22639421269133
DHFR,PPAT,63,246,2.22575511602082
MAPK11,HDAC3,340,267,2.22540123863425
SIK1,AKT1,344,203,2.22100263978937
CSNK2A1,SSRP1,287,628,2.22052531273483
SCN8A,SPTBN2,11,495,2.22041896797568
GNG5,KCNJ9,359,187,2.21854867637387
UBR3,GLRA2,391,144,2.21822037270139
CHORDC1,DDR2,439,339,2.21581767350374
CSK,PDPK1,237,263,2.21525929605422
CEBPA,ESRRA,418,254,2.215013914
EPHA2,HCK,229,275,2.21499039191817
CPLX1,HSPA8,453,242,2.21328580627923
MAP3K2,IKBKB,516,198,2.2129856200362
GRB2,AXL,565,356,2.21177476337837
CEBPB,NR3C1,296,36,2.20831171215471
PFN2,ACTB,582,286,2.20820038253483
CDK2,MAPK8,261,98,2.20809135134766
UBR3,FAM43A,391,585,2.20784653670261
DIPK2A,CHRNA9,384,166,2.20444753502344
CDK2,LIG3,261,14,2.20411876149513
TAOK1,NEK11,555,345,2.20071841991828
HDAC2,PML,21,206,2.20060820052991
GADD45A,MIDN,482,633,2.19115605057053
NR0B1,ESRRA,223,254,2.18850268026806
SUB1,CSNK2A1,386,287,2.18577165159752
EIF4G2,TMSB4X,408,378,2.18475086970463
RXRB,MCFD2,105,548,2.18457162529075
ALK,MAPK1,328,202,2.18153665013742
SH2B3,EGFR,310,25,2.18050254066415
SIK1,MAPK8,344,98,2.17994110464079
CDK2,IKBKB,261,198,2.17609182170193
FYN,ADAM15,234,368,2.1755384704099
SCN1B,SPTBN2,7,495,2.17514561051198
PPARD,HDAC3,23,267,2.17494091803608
HSP90AB1,RAF1,301,41,2.17400111985364
HTR1D,PTGS2,208,56,2.17389466472826
EPHB4,GABRE,239,177,2.17357625249228
UBC,VIM,444,413,2.17126178080113
IKBKB,SRC,198,228,2.1704808284336
AR,SRC,37,228,2.16941755866215
CDK6,PDPK1,349,263,2.1650511103507
CDK6,MAPK14,349,245,2.16278070241912
LCK,PIK3R1,230,538,2.1625318194201
CACNG2,CPLX1,186,453,2.1610876643386
FTL,UBC,589,444,2.15990476730904
GSK3B,BTK,260,235,2.15972513876842
BTG3,CACNA1A,517,88,2.15958744116483
GRB2,SYK,565,258,2.15807186989854
OSBPL8,CYP26B1,511,120,2.15789321082405
PPIF,C1QBP,547,318,2.15741433969433
ORM1,RBP4,35,116,2.15689599642851
HTR3C,DIPK2A,185,384,2.15676377079832
PHB2,TUBA1A,312,65,2.15545272550031
ANXA2,HSP90AA1,373,290,2.15385586231229
RAF1,BCL2,41,219,2.15377183903401
CDK2,TAOK1,261,555,2.15176121855515
CDK2,AKT1,261,203,2.14908788576797
ALDH1A1,GSR,108,12,2.14684217581631
GSR,ALDH1A2,12,110,2.14684217581631
EPHB4,NTRK1,239,76,2.14661009757392
CACNG2,KCNJ5,186,164,2.14642718080101
GSR,ALDH5A1,12,20,2.14530297786034
CDH2,DDR2,621,339,2.14497672642309
FYN,YES1,234,231,2.14452562504516
CHRNA4,C6orf120,126,568,2.14407951935365
FGFR4,WNK1,341,430,2.14254045191427
FGFR4,PDGFRA,341,78,2.14228382936992
DNMT3B,EED,249,510,2.14220879621329
SLC6A2,SLC6A4,100,92,2.14154955879668
FLOT2,TUBD1,417,66,2.13993643607157
DDX5,ESR1,396,31,2.13956943474663
PRKCQ,MAP2K1,264,342,2.13897682022862
HMMR,TOP2A,315,52,2.13762643101773
EIF4G2,ACTB,408,286,2.13634298099924
LYVE1,VEGFA,327,305,2.13539008726364
FRS2,NTRK1,425,76,2.13254603395363
STXBP1,CACNA1D,544,169,2.13178310269338
PADI4,MRFAP1,197,472,2.1315091522599
ANXA2,SLC25A3,373,461,2.13055898629028
EIF4G2,QKI,408,447,2.12957529871554
SIK1,MAP2K2,344,343,2.12846003829055
HNRNPD,VEGFA,530,305,2.12669913909294
FYN,PDPK1,234,263,2.12525438635957
AKT1,TAOK1,203,555,2.1251893499265
TXNRD1,ALDH1A2,199,110,2.12288137497637
ALDH1A1,TXNRD1,108,199,2.12288137497637
TXNRD1,ALDH5A1,199,20,2.11997962179128
HSP90AA1,FNIP1,290,366,2.11918795431707
DDR2,PIK3CB,339,304,2.11645310540728
CLTC,WNK1,375,430,2.11635305845713
SH2B3,ZAP70,310,265,2.11210429760807
CLTC,DAB2,375,403,2.11196514574941
ATIC,PGD,64,139,2.11095605154807
G3BP1,EIF4G1,420,618,2.11028612981273
FGFR1,WNK1,47,430,2.10923605610529
EGFR,RET,25,48,2.10603649398756
HDAC7,PML,297,206,2.10499054953629
INO80,ACTB,598,286,2.1037102737162
JAK3,WNK1,332,430,2.10356732619262
FTL,VIM,589,413,2.10294485889517
FYN,ITK,234,257,2.10239958936951
AHR,NCOA1,285,251,2.10118029785882
SLC25A3,VIM,461,413,2.09175444501779
HDAC6,HSP90AB1,268,301,2.09096372143218
CHRNA7,OSBPL8,165,511,2.09034742757127
GNG5,KCNJ5,359,164,2.08955337818239
ITK,ATIC,257,64,2.08792200036865
FGFR4,SRC,341,228,2.08432216765274
CDK4,MAPK14,348,245,2.08253882080396
CDK6,FGFR3,349,308,2.08195695158855
ERBB2,FGR,247,240,2.08055318779586
CDK2,MAPK14,261,245,2.07918266779597
FTL,ORM1,589,35,2.07720657256433
FGR,FLT3,240,44,2.07630344620388
ORM1,TF,35,60,2.07623759361935
FGFR1,JUN,47,69,2.07602063628983
CSNK2B,FGF1,288,309,2.07340034252462
MAP3K2,NLK,516,363,2.07320862665554
CHRNB2,DIPK2A,159,384,2.07289080910066
PTGS2,EZR,56,506,2.07278373735647
PARP1,ETS1,350,437,2.07108922088929
IKBKB,MAPK8,198,98,2.07085306855956
RARA,BTG2,112,389,2.07072115052717
ADRB1,RARA,70,112,2.07072115052717
RARA,RARRES1,112,111,2.07072115052717
JAK3,PRKAB1,332,26,2.07049305465874
PPARA,MED1,22,535,2.0700043436164
LAYN,VCAN,322,317,2.06998186766692
NR0B1,PGR,223,30,2.06913022946564
HDAC2,ARID4B,21,379,2.06881979536261
CSK,LCK,237,230,2.06788609472313
VCAN,TNFAIP6,317,324,2.06748482502205
GPI,LIG1,591,13,2.06602675773363
PDPK1,MAPK11,263,340,2.06394067514188
EPHA2,NTRK1,229,76,2.06380496545247
PIK3CB,MAP2K2,304,343,2.06380496545247
DCK,MAP2K2,195,343,2.06380496545247
BRPF3,HOXA10,570,1,2.06290239589841
PRKCQ,TAOK1,264,555,2.06261270669197
KCNJ9,CACNA1A,187,88,2.06260435998229
ABL1,ANXA1,80,190,2.06185234012478
KMT2C,OGT,435,627,2.06117408359561
ERBB2,ITK,247,257,2.0610219683126
RAF1,NEK11,41,345,2.05970206801019
CDK2,ATIC,261,64,2.05942031229179
FDX1,NME4,85,362,2.059392516
RGL1,ATL3,407,414,2.05806280740501
EPHB4,LCK,239,230,2.05727431794861
ICAM1,EZR,314,506,2.05694042661068
FTL,TMSB4X,589,378,2.05636511097183
CYP19A1,HMGCR,192,81,2.05458369964461
GNG5,CACNA1B,359,87,2.05450939087006
ALK,MAPK8,328,98,2.05294401226086
CDK6,NEK11,349,345,2.05192302460383
CYP19A1,AXL,192,356,2.05142254215892
AKT1,SRC,203,228,2.05130481913123
CHRNA4,GABRB3,126,136,2.05085895212256
POLA1,BAD,194,358,2.05084054632034
EGFR,MAPK6,25,381,2.05074197987784
KDSR,TTYH3,497,465,2.04446761764662
TUBB,HSP90AB1,29,301,2.04383146446185
A2M,DDR2,59,339,2.04173101546776
PNPLA6,PDE3A,485,431,2.04152517541938
ESRRG,CREBZF,97,607,2.03985615872977
CSF1R,HCK,77,275,2.03914761567918
EGFR,CBR1,25,295,2.03791761417103
FGFR1,HTR1A,47,73,2.0375559488205
CSNK2A1,HDAC2,287,21,2.03754301375077
CDK2,DNMT3B,261,249,2.0363191883126
VIM,TUBA1A,413,65,2.03614534683297
PIK3R1,BCR,538,75,2.03558768628952
CSF1R,LYN,77,243,2.03520292783793
CDK6,PRKCQ,349,264,2.03490138340616
SIK1,RAF1,344,41,2.03430496045264
PDPK1,BRAF,263,40,2.03061746129916
EGFR,FGR,25,240,2.028775246
CPLX1,RXRB,453,105,2.0231179789336
MAPK3,MAPKAPK2,201,259,2.02223719409319
MAPK14,GADD45A,245,482,2.02043526279346
EGFR,MAPKAPK2,25,259,2.01377941841213
KDSR,IREB2,497,613,2.01350835746711
ZMYND11,SRSF1,526,563,2.01323418634187
FLT3,ABL2,44,233,2.01305295490695
GPI,PTK6,591,306,2.00899904781626
GPI,MAP2K2,591,343,2.00899904781626
GLRA2,TF,144,60,2.00886114477963
ABL1,YWHAG,80,454,2.00839285288431
ACSL4,GART,520,83,2.00634019816691
CACNA1B,MRFAP1,87,472,2.00431283290012
EGFR,ITK,25,257,2.00084930283619
MAPK8,MAPK11,98,340,2.00053871491012
NME4,TUB,362,428,1.99959410009115
HAPLN1,MAPT,319,222,1.99887481699934
BCR,EZR,75,506,1.99876777972278
AKT1,NTRK1,203,76,1.99791729504784
DCK,JAK3,195,332,1.99791729504784
MAP3K2,MAPK14,516,245,1.99770278945026
JUN,MAPK1,69,202,1.99759938270178
FGFR1,CD44,47,313,1.99701984496652
LCK,MAPK1,230,202,1.99573487724131
SYT1,CACNA1B,595,87,1.99433522837572
PRKCQ,MAPK11,264,340,1.99403355528454
CACNG2,GRIA2,186,156,1.99334264903518
AP2B1,EGFR,475,25,1.99062406159487
CSK,CSNK2A1,237,287,1.98954328987923
MAPK3,SRC,201,228,1.98871251637408
VCAM1,TAGLN2,162,369,1.98818742170812
ATXN10,PNISR,433,567,1.98809736856885
EGFR,JAK2,25,330,1.98617763588612
CHRNB2,RTL8C,159,423,1.98593517523977
FYN,SYK,234,258,1.98465886173237
PARP1,LIG1,350,13,1.98369491058549
FNDC3A,KDSR,372,497,1.98357283005948
MAPK14,LIMK1,245,346,1.98345016440982
CHRNA3,HTR3A,171,146,1.9828527584351
LIMK1,PRKCQ,346,264,1.98211333077999
AKT1,AR,203,37,1.9813601628768
MAP2K2,TUBA4A,343,62,1.98104092327516
ADRA1A,SCN1B,93,7,1.9772449131167
RARA,GPRC5A,112,109,1.97698191666303
ALDH1A1,RARA,108,112,1.97698191665435
STAB2,MAPK8,323,98,1.97665045174536
SOGA1,FLT1,458,49,1.97604470871428
CREBZF,OGT,607,627,1.97339996000726
RXRB,CACNA1B,105,87,1.97198443301505
SEPTIN3,SEPTIN7,596,616,1.9719844329804
SIN3A,OGT,456,627,1.96968738021965
HDAC6,RAD23B,268,525,1.96948643661982
U2SURP,UBR5,402,404,1.96907369447663
LIMK1,BRAF,346,40,1.96809198512028
SEC61A1,CALU,434,450,1.96787717717091
ABL1,CDV3,80,556,1.96686169030989
