gene1,gene2,gene1_id,gene2_id,score
SRC,CPEB4,228,623,1.60663460011023
ERBB4,YES1,347,231,1.60650204105179
ERBB4,JAK2,347,330,1.60650204105179
ZDHHC5,LASP1,557,541,1.60640877820883
JUN,CRBN,69,53,1.60630100042406
SIN3A,MORF4L2,456,474,1.60624543992049
CDK4,JAK3,348,332,1.60621295412884
CSNK2A1,CALU,287,450,1.60620263389536
DRD3,PIK3CG,207,262,1.60608894513898
MTPN,IKBKG,455,300,1.60608848141881
CSNK2B,LIG3,288,14,1.60599690317603
MAPK6,RAD23B,381,525,1.60597428429045
IMPDH2,PCBP1,131,537,1.6059047752883
CEBPA,PPARG,418,24,1.60586017429328
GPER1,ANXA1,127,190,1.60571107086665
APP,MCFD2,491,548,1.6056350491502
CCT5,OGT,464,627,1.60560760929271
DNAJB6,BRAF,459,40,1.60559551897639
IMPDH2,OGDH,131,19,1.60555129394581
COL5A1,KIF23,577,395,1.6053806733439
VCAN,PGD,317,139,1.60525213216595
ESR1,U2SURP,31,402,1.60514278261051
PNN,SRSF7,534,584,1.60508506124973
RANBP2,SRSF11,631,494,1.60500707705867
EGFR,HSPA8,25,242,1.6049505150803
HABP4,VIM,326,413,1.60494329084789
RAB10,APP,522,491,1.60478159829778
HNRNPD,HSPA8,530,242,1.60468616844866
RAF1,QKI,41,447,1.60459214424917
PSMB8,CCND1,334,200,1.60458212050584
GSPT1,PIK3R1,588,538,1.60445852604648
DRD4,PIK3CG,212,262,1.60440048733497
HNRNPU,STAU1,370,471,1.60430271073404
PSMB1,COP1,3,605,1.60427059288416
HNRNPA2B1,ICAM1,392,314,1.60417364139073
ADRA1D,ANXA1,95,190,1.60416762402213
HNRNPD,C1QBP,530,318,1.60411275410088
SCN3A,SPTBN2,8,495,1.60410157420464
MAPT,MAPK3,222,201,1.60405697449372
FLOT2,EED,417,510,1.60405304373206
TUBB,ZAP70,29,265,1.60380467619229
ADRB3,SRC,72,228,1.60378362360683
PAFAH1B1,RANBP2,382,631,1.60375869419641
MTOR,RAP1A,140,602,1.603697376
CDKN1A,CSNK2B,204,288,1.60364550982176
TCF4,TOP2A,614,52,1.60348953685463
CLTC,ADRA1A,375,93,1.60342405078845
ZDHHC5,TLN1,557,422,1.60337903237522
LCK,PIK3CB,230,304,1.60335776637838
FGFR2,LYN,338,243,1.60315143621017
CCT5,VCAM1,464,162,1.6030866867523
HNRNPA2B1,VCAM1,392,162,1.6030866867523
FGF1,MAPK1,309,202,1.6029384782059
SLC25A3,MAPK6,461,381,1.60292448562698
GSK3B,MAP4,260,220,1.60285756522465
MAP2,NTRK1,221,76,1.60282246902423
TUBB,HTR7,29,216,1.60280210287231
ANXA1,HTR1A,190,73,1.60264326713471
HIF1A,PTK6,632,306,1.60257355148866
GSK3B,CCND1,260,200,1.60257061151751
PARP1,TUBB1,350,218,1.60255599430647
ADRA1D,MAPK3,95,201,1.60254737473132
FGFR4,MAPK3,341,201,1.60254737473132
FGFR1,HSP90AB1,47,301,1.60252799379496
HSPA2,COP1,291,605,1.60247336548782
DDX5,CRBN,396,53,1.60229065165823
ANXA1,OPRK1,190,34,1.60226508644688
KPNA1,SF1,476,507,1.60213767934548
NCOA2,UBR5,252,404,1.60211450126577
HDAC3,MED13,267,528,1.60211382601268
HNRNPD,RAP1A,530,602,1.60210011742913
FGFR1,PIK3CB,47,304,1.60205832597393
DNAJB6,UBA1,459,294,1.60204344414568
AR,EED,37,510,1.60203644417069
BIRC5,RANBP2,274,631,1.60190943298661
CDK2,LIG1,261,13,1.60190001483196
LCK,MET,230,329,1.60169843008358
AP2B1,VAPB,475,452,1.60167287512903
FGFR1,SRC,47,228,1.60151584810415
JAK2,YES1,330,231,1.60142384716009
MAPK3,VDR,201,0,1.60139443793786
NTRK1,SV2A,76,217,1.60126723474378
EGFR,ALDOA,25,409,1.60106240034898
HDAC2,HMMR,21,315,1.6009782942909
BTK,TUBA4A,235,62,1.60085236551744
ERBB2,BIRC5,247,274,1.60072922753311
SF3B3,SRSF11,293,494,1.60068303045118
NTRK1,PIK3CB,76,304,1.60060130499147
LIG3,EED,14,510,1.60058245138982
SRSF7,POM121,584,551,1.60031490903741
UBR5,TOP1,404,124,1.60030725556884
SRRM2,PLEC,629,626,1.60022351999285
PPARA,HDAC3,22,267,1.59995034444777
HNRNPU,PCBP1,370,537,1.59993740388997
FGFR4,PIK3CA,341,302,1.59984039306304
ADRA1D,PIK3CA,95,302,1.59984039306304
TUBA1A,CALU,65,450,1.59974274252011
NCOA2,HSPA2,252,291,1.59968391178084
CEBPA,HDAC3,418,267,1.59952207329775
ALK,IKBKG,328,300,1.59950862661675
NOS2,PCBP1,224,537,1.59949835185817
ANXA2,UBC,373,444,1.59942436953509
PHB2,HDAC1,312,205,1.59942104811731
LASP1,LZTS2,541,630,1.59937403946333
HIF1A,HDAC3,632,267,1.5993450514701
ZDHHC5,CD44,557,313,1.59933036919829
ESR1,IMPDH2,31,131,1.59926186702958
LIMK1,KIF23,346,395,1.59916331597142
PSME3,VCAM1,515,162,1.59885190668119
BECN1,MAPKAPK2,129,259,1.59880780900399
HSP90AB1,TUBG1,301,67,1.59873183729723
HNRNPU,API5,370,371,1.59870958969486
CHRM3,TUBA4A,298,62,1.59865399389073
ARID1A,EED,380,510,1.59864151212448
RUVBL2,PSMB9,292,335,1.59860650356509
CCND1,OGT,200,627,1.59849093776996
HSP90AA1,NR1I2,290,6,1.59847605043053
EIF4G2,MAPT,408,222,1.5983972249643
MAPT,SEPTIN7,222,616,1.59839722488048
ANXA11,JUN,412,69,1.59835215644336
JAK1,PDPK1,331,263,1.59833379923184
NTRK1,BZW1,76,365,1.59821329898494
PSME3,CAPZB,515,592,1.59819056820672
CDK4,TOP1,348,124,1.59799369892182
CHRM3,ANXA1,298,190,1.59781354840266
MAPK14,EPHA2,245,229,1.59781071616806
ERBB2,HACD3,247,374,1.59766065579763
EIF4G2,ZFAND5,408,617,1.59757688387024
ESR2,MED13,39,528,1.59756838905606
PIK3CG,P2RY12,262,123,1.59754919849875
HTR1B,PIK3CG,74,262,1.59754919841496
PSMB9,NCOA1,335,251,1.59754905638186
PPARG,VDR,24,0,1.59741391757775
RAB10,ACTB,522,286,1.59738006967281
FGFR2,MAPK3,338,201,1.59725503017943
CTNND1,MAPK3,415,201,1.59725503017943
CLTC,EPHA2,375,229,1.59720670380068
ITK,IKBKG,257,300,1.59712737737845
ALK,HSP90AB1,328,301,1.59685375499217
LYN,PIK3CB,243,304,1.59681362017818
A2M,SYK,59,258,1.59680693065967
PARP1,HDAC1,350,205,1.59677354387726
SRSF7,SRSF11,584,494,1.59668985948207
PHB2,KPNA1,312,476,1.59663186160181
AKT1,PTK6,203,306,1.59657718781161
JAK2,PDPK1,330,263,1.59654366240788
CDK2,ZMYND11,261,526,1.5964972415169
PIK3R1,ADAM15,538,368,1.59627496222249
ALK,SRC,328,228,1.59625458676451
LZTS2,MORF4L2,630,474,1.5962520902983
PPARG,TLN1,24,422,1.5962520902983
MAP4K4,KIF23,549,395,1.5961658956256
DDX5,TOP1,396,124,1.59605128546967
ESR2,OGDH,39,19,1.5960427226544
CLTC,LASP1,375,541,1.59599890545798
PRKAB1,EZR,26,506,1.5959872919757
MAP4,VCAM1,220,162,1.5959676601262
MAPK14,FGFR4,245,341,1.59580906473443
CLTC,KIT,375,46,1.59559880407811
HNRNPD,ACTB,530,286,1.59552698839621
RAF1,WNK1,41,430,1.59549818518743
SPINDOC,GRB2,619,565,1.59541254209503
FLT4,GRB2,42,565,1.59541254209503
HNRNPD,RET,530,48,1.59525252426632
PSMB9,CCND1,335,200,1.59518907968291
RUVBL2,TYK2,292,333,1.59515173953784
ERBB2,MSN,247,426,1.59514583286504
LYN,MET,243,329,1.59510761591372
SF3B3,TOP1,293,124,1.59505842138749
STAU1,TUBA1A,471,65,1.59503815595346
CSNK2B,MAPKAPK2,288,259,1.59502549428268
DRD3,ANXA1,207,190,1.59492990331322
AP2B1,BRAF,475,40,1.59489873315845
SPTBN2,IKBKG,495,300,1.59478947
CCN1,JUN,620,69,1.59472782104969
TOP2B,KIF23,99,395,1.59469294427015
L1CAM,SRC,188,228,1.59464010959537
HNRNPA2B1,CRBN,392,53,1.59457089493557
CCT5,CRBN,464,53,1.59457089493557
FGFR2,PIK3CA,338,302,1.59448655695453
RUVBL2,NOS2,292,224,1.59423637812294
CSNK2B,TJP1,288,508,1.59415243841775
PSME3,PSMB2,515,336,1.59405621714839
SYT1,IKBKG,595,300,1.59401943021664
DHFR,TUBA1A,63,65,1.5939854606872
PPARD,TUBA1A,23,65,1.5939854606872
HNRNPA2B1,SRSF11,392,494,1.59391175923577
PAFAH1B1,TUBG1,382,67,1.59389947958119
NR3C1,TOP1,36,124,1.59387690823349
SEC61A1,RAF1,434,41,1.59386282186527
SRSF7,STAU1,584,471,1.59384363723789
HSP90AA1,PDGFRB,290,45,1.59373575104266
HSP90AB1,LYN,301,243,1.5934394575087
HSPA2,SF1,291,507,1.59340334272413
POLA2,EED,138,510,1.59338466539937
PPP2R2A,BRAF,587,40,1.59336872662641
CHRM3,PIK3CA,298,302,1.59336757653851
H2AX,LIG3,554,14,1.59334859633543
PARP2,H2AX,351,554,1.59334859623658
EIF4G2,KIF23,408,395,1.59323645829242
SF3B3,YWHAG,293,454,1.59322923415551
DRD4,ANXA1,212,190,1.59315962280761
HNRNPD,G3BP2,530,385,1.59304863697415
CCT5,COP1,464,605,1.59292923506477
CSNK2A1,FGF1,287,309,1.59292738995251
EPHA2,BECN1,229,129,1.59291006561045
PIK3CG,PIK3R1,262,538,1.59289602485062
NCOA2,PML,252,206,1.59284824831323
CDKN1A,STAT5B,204,232,1.59284206808006
HNRNPU,IKBKB,370,198,1.59267748631779
ANXA1,VCAM1,190,162,1.59261594831779
CHRNA7,APP,165,491,1.59248479301382
APP,DDR2,491,339,1.59248479286179
ALDOA,H2AX,409,554,1.59234422336616
AHR,VIM,285,413,1.59233326451502
ESR2,NOLC1,39,193,1.59226349301508
ELOVL5,UBC,586,444,1.59212003859764
CEBPA,PARP1,418,350,1.59198645854936
ZDHHC5,PSMB2,557,336,1.59194056512911
CLTC,PUM1,375,539,1.59166385631292
UBR5,SSRP1,404,628,1.59163571519118
DDX5,SF1,396,507,1.59156244334824
SPTBN2,SRC,495,228,1.59146976387154
AKT1,HSP90AB1,203,301,1.59143876563392
FYN,STAT5B,234,232,1.59136570668553
H2AX,ARID1A,554,380,1.5913474302324
EGFR,ATAD1,25,460,1.59118074105898
MAPK6,PSMB2,381,336,1.59106895469887
PDIA6,ESR1,599,31,1.59106674550298
ANXA11,NTRK1,412,76,1.59088114056183
FGFR4,BECN1,341,129,1.59086662348749
GRB2,SHBG,565,38,1.59074400353648
RUVBL2,ACTB,292,286,1.59065759275602
CDKN1A,PSMB10,204,337,1.59059798157143
SF3B3,SF1,293,507,1.5905506737695
PPIF,HSPA8,547,242,1.59043416089097
MAPK1,STXBP1,202,544,1.59038892554134
PSME3,COP1,515,605,1.59037800988407
JUN,RARG,69,107,1.59031356279509
LARP1,SRSF7,438,584,1.59003899191653
EIF4G2,VCAM1,408,162,1.58995970449927
VCAM1,SEPTIN7,162,616,1.58995970430185
MYO10,TLN1,419,422,1.58968948626762
HSP90AA1,MINK1,290,397,1.58957853307918
HDAC2,MAP4,21,220,1.58942711671546
KDR,MAPK1,43,202,1.58939557791278
EIF4G1,PRKAB1,618,26,1.58936742155413
BECN1,EIF5B,129,523,1.58925416151933
PSMB2,CCND1,336,200,1.58917124703027
EGFR,ACADSB,25,17,1.5891611118036
EIF5,FYN,390,234,1.58910765823872
DAB2,FYN,403,234,1.58910765823872
TNPO1,ACTB,387,286,1.58907835052311
CDK6,PDGFRA,349,78,1.58902945498728
HNRNPA2B1,STAU1,392,471,1.58900428779312
AKT1,HDAC3,203,267,1.58880076663579
CDK4,EPHA2,348,229,1.58874937561684
BIRC5,MED1,274,535,1.58863690638002
NR0B1,ESR1,223,31,1.58857247287297
E2F1,HMMR,400,315,1.58845771114002
EED,NOLC1,510,193,1.58845756975169
NCOA2,SIN3A,252,456,1.58835889675046
HTR2C,PIK3CG,213,262,1.58835405108972
SRRM2,EIF3F,629,289,1.5883458384775
DNMT1,ZDHHC5,189,557,1.58822941393666
TUBB,TJP1,29,508,1.58819234906031
HNRNPA2B1,TOP1,392,124,1.58812294648249
JAK3,RAF1,332,41,1.58803409560267
IMPDH2,SSRP1,131,628,1.58791908234112
PIK3CA,PIK3CB,302,304,1.58791029020729
ZDHHC5,PAFAH1B1,557,382,1.58789706386091
ABL1,BRPF3,80,570,1.5876474565294
HSP90AB1,MAPT,301,222,1.58754399600914
SYK,YES1,258,231,1.58752438910346
ZMYND11,HDAC1,526,205,1.58740734515891
PAFAH1B1,TUBA4A,382,62,1.58718742428903
PDIA6,H2AX,599,554,1.58695158480665
ITK,PIK3R1,257,538,1.58692835377306
DAB2,APP,403,491,1.58691441584426
MAPT,API5,222,371,1.58687442561696
CALU,KIF23,450,395,1.58687318996701
XPOT,STAU1,512,471,1.58684375145924
DAB2,ACTB,403,286,1.58679855021481
CDK4,FGFR4,348,341,1.58666996973758
ATIC,NTRK1,64,76,1.58666910336084
ABL1,LIG3,80,14,1.58660648455434
KMT2C,WNK1,435,430,1.58650732098721
PIK3CA,BCR,302,75,1.58649166077988
BTK,BECN1,235,129,1.58647795774334
JUN,ZNF207,69,571,1.58646992365801
SRSF7,SF1,584,507,1.58638260942335
FYN,DDR1,234,79,1.58633729706426
CEBPB,AR,296,37,1.58632074405432
FGFR1,PDGFRB,47,45,1.58627068756638
ESR1,MED13,31,528,1.58625735573321
FLT3,UBC,44,444,1.58617316332273
ERBB2,TNPO1,247,387,1.58612138467716
ANXA1,HTR1B,190,74,1.58597180753539
ANXA1,P2RY12,190,123,1.58597180753539
G3BP1,TPM1,420,572,1.58595318124628
AR,ARID1A,37,380,1.58581168005344
ADRA1A,VIM,93,413,1.5857697532856
HSPA8,PDPK1,242,263,1.58571400603138
CSNK2A1,IGF2R,287,606,1.58567571102831
DNMT1,CCND1,189,200,1.5854166576959
CDK2,RRM1,261,50,1.58534481914889
NTRK1,TXNRD1,76,199,1.58529363187775
KPNA1,SMARCD1,476,625,1.58528074315373
PADI4,APP,197,491,1.58518696137962
GSK3B,MSN,260,426,1.58478086588932
GIPC1,GSK3B,612,260,1.5847808658287
HDAC2,TOP2B,21,99,1.58476893994035
G3BP1,CSK,420,237,1.58468704115593
STAU1,MAP4K4,471,549,1.58449064466345
MAP4,PIK3R1,220,538,1.58448808943379
TJP1,VIM,508,413,1.58440361379778
CDK2,MARCKS,261,473,1.58437522998084
DYNLL2,MAPK8,509,98,1.58436836766784
POLA2,MAPT,138,222,1.58430132066683
RUVBL2,HIF1A,292,632,1.58389000645298
AP2B1,EZR,475,506,1.58360881769791
HNRNPD,TLN1,530,422,1.58335473521425
ZDHHC5,TOP1,557,124,1.58332710172569
AHR,AR,285,37,1.58329420711781
EIF4G2,HDAC2,408,21,1.58325070672432
DRD1,YWHAG,215,454,1.58304759891388
ERBB4,LCK,347,230,1.58300339117234
STAU1,TOP2B,471,99,1.58294389862529
HDAC6,BIRC5,268,274,1.58290423354316
ESR1,RARA,31,112,1.58271557117448
ERBB2,SEC61A1,247,434,1.58267344512918
FYN,BRPF3,234,570,1.58255052883339
MAPK1,RET,202,48,1.58216810321661
CSNK2B,OGT,288,627,1.58209538490034
NRBP1,HSPA8,502,242,1.58209298925417
MAPK1,C1QBP,202,318,1.58206291995865
RUVBL2,STRN3,292,493,1.58203956606591
HNRNPU,HTR7,370,216,1.5819097767005
HTR7,ACTB,216,286,1.58180348720982
CLTC,BCR,375,75,1.58158215780626
MAPK8,SF1,98,507,1.58158068495413
EPHB4,JUN,239,69,1.58150727570348
SOGA1,JUN,458,69,1.58150727570348
PSME3,PSMB5,515,2,1.5814441017871
DRD2,PIK3CG,102,262,1.58142512349356
ERBB2,DDR1,247,79,1.58098097110036
TF,C1QBP,60,318,1.58085445058211
ESR1,HDAC3,31,267,1.58077073135646
APP,STK17B,491,283,1.58052909210002
PAFAH1B1,RAD21,382,552,1.58045371580453
GRB2,KITLG,565,562,1.58044110737302
PIK3R1,MAPK8,538,98,1.58038769922299
LYN,PIK3R1,243,538,1.58038769915492
SRCAP,JUN,610,69,1.58029368256186
PPIF,DNAJB11,547,575,1.58024558194597
RAB10,KIF23,522,395,1.58013435619642
A2M,LYN,59,243,1.58005558810718
KCNH2,NTRK1,9,76,1.57992421653316
ERBB2,ZAP70,247,265,1.57986384203991
CDK4,CD44,348,313,1.57982592766534
PRKAB1,TUBA4A,26,62,1.57973497155184
CDK2,GPI,261,591,1.57962594912143
PRKAB1,MAPK6,26,381,1.57955259420157
SF3B3,YES1,293,231,1.57948912921921
CSNK2A1,H2AX,287,554,1.5793915516457
HNRNPD,ICAM1,530,314,1.57934400310739
AR,RAF1,37,41,1.57933336504019
DHFR,RRM1,63,50,1.57909809126515
TPM1,VIM,572,413,1.57906914549295
HDAC2,CCND1,21,200,1.57903214293649
SLC25A3,EED,461,510,1.57898868396458
SRSF1,POM121,563,551,1.57876753675963
ESR2,RARB,39,113,1.57863388877534
ZAP70,TUBA1A,265,65,1.57862710904708
NTRK1,TXLNG,76,600,1.57861324037851
NTRK1,ZNF207,76,571,1.57861324037851
BIRC5,RAD21,274,552,1.57841435114221
FYN,KDR,234,43,1.57834467160567
HDAC6,DYNLL2,268,509,1.57834110623307
DNAJB6,MAPK6,459,381,1.57829500738376
RGL1,APP,407,491,1.57825667544659
SF1,NCOA1,507,251,1.57822242919343
RAD23B,VIM,525,413,1.57819930585689
G3BP1,CTNND1,420,415,1.57812178019926
MAP2K4,IKBKG,566,300,1.57810500320345
ACTB,TUBB1,286,218,1.57803794676241
DDX5,SRRM2,396,629,1.57785925707064
MBNL1,VIM,543,413,1.57776635897644
AP2B1,LCK,475,230,1.57766928257564
GRB2,TEK,565,307,1.57763194278982
E2F1,RARA,400,112,1.57756249525593
HTR7,TUBA1A,216,65,1.57751302838168
JAK2,LCK,330,230,1.5773939998767
FGFR1,PLEC,47,626,1.5773353138176
ATP2C1,NTRK1,225,76,1.57731416807758
PPIF,HSPA2,547,291,1.57707429512724
SF3B3,MACROH2A1,293,487,1.57705603005913
CCN2,ESR2,518,39,1.57691277953143
CDK2,FSCN1,261,480,1.57685096358989
SF3B3,SRRM2,293,629,1.576788212
FGFR3,PDPK1,308,263,1.57674906391997
TAOK1,YWHAG,555,454,1.57670368939085
EGFR,PDGFRA,25,78,1.57667976411819
RAB10,VCAM1,522,162,1.57667317335373
AR,TBL1XR1,37,477,1.57647639324622
HSP90AA1,YES1,290,231,1.57642102680607
CLTC,VCAM1,375,162,1.57631983100158
ANXA1,HTR2C,190,213,1.57631364183648
DNAJB6,CCND1,459,200,1.57629372566312
PSMB5,CCND1,2,200,1.57629372566312
CDK6,PML,349,206,1.57623865292889
CDK6,SRSF7,349,584,1.57623865292889
A2M,MAPK6,59,381,1.57612040207082
HDAC6,DNAJB6,268,459,1.57611315889727
IRF2BP2,NTRK1,492,76,1.57602669919153
VCAM1,QKI,162,447,1.5760073493776
FGFR1,YES1,47,231,1.57594536324008
FGFR1,JAK2,47,330,1.57594536324008
ERBB4,LYN,347,243,1.57587013224614
PCBP1,PIK3CB,537,304,1.57586232642463
NOS2,C1QBP,224,318,1.57584580178473
EGFR,SNX4,25,546,1.57579753673118
CEBPA,AR,418,37,1.57552838948281
AR,HDAC7,37,297,1.57552838937715
A2M,ANXA1,59,190,1.57538287278141
MTOR,GSK3B,140,260,1.57533904649087
DDX6,EZR,443,506,1.57525685792245
PDIA6,CSNK2A1,599,287,1.57521331250912
HSP90AB1,HDAC8,301,269,1.57520124101092
PTK2B,MAPT,250,222,1.57505206821196
UBC,RTL8C,444,423,1.57499542516867
PARP1,TOP2A,350,52,1.57499324179586
EIF4G1,PPP2R2A,618,587,1.57498334200842
ERBB2,ALDOA,247,409,1.57494198546417
HIBCH,SRSF1,281,563,1.5749072837351
HNRNPD,MAPT,530,222,1.57485806743529
PDIA6,FYN,599,234,1.57476330121018
PNPLA6,NTRK1,485,76,1.57475054446182
G6PD,NTRK1,377,76,1.57475054446182
LCN1,NTRK1,114,76,1.57475054446182
POLA1,STAU1,194,471,1.57472676876908
KPNA1,UBR5,476,404,1.57456695840833
H2AX,RAD23B,554,525,1.57454430659336
ERBB2,RHOC,247,583,1.57440529303332
TUBB,ICAM1,29,314,1.57420094240097
H2AX,MBNL1,554,543,1.57410481116442
MET,PCBP1,329,537,1.57400065834088
AKT1,PIK3R1,203,538,1.57396860175855
OGDH,C1QBP,19,318,1.57388996622454
APP,IREB2,491,613,1.57381669399376
FYN,TYK2,234,333,1.57375603448307
ABL1,G3BP2,80,385,1.57373556750031
ABL2,PIK3R1,233,538,1.57362902713207
DNMT1,HDAC3,189,267,1.57357552799081
ESR2,BZW1,39,365,1.57353068310771
SOGA1,NTRK1,458,76,1.57348542632041
CDK2,MAPK11,261,340,1.57316367144138
HSP90AB1,PPARD,301,23,1.57314056754562
RHOC,TUBA1A,583,65,1.57314046
HDAC1,KPNA1,205,476,1.57309543476312
GSK3B,PSMB10,260,337,1.57293828735903
CSNK2B,BCR,288,75,1.5728498694773
DNAJB6,PIK3CA,459,302,1.57272417777704
EGFR,EPHA2,25,229,1.57257103050641
PDPK1,PIK3CG,263,262,1.57242091257009
SRRM2,SRSF7,629,584,1.57237402751717
LIG1,NTRK1,13,76,1.57223107700995
ADRA1D,MAPK1,95,202,1.57219654874588
FGFR4,MAPK1,341,202,1.57219654874588
CDK4,MET,348,329,1.57217428144448
CEBPA,C1QBP,418,318,1.57195981507298
CORO1C,KIF23,533,395,1.57182565718772
ESR1,RARB,31,113,1.57156708572306
HTR2C,PIK3CA,213,302,1.5714486812494
LYN,MAP2K1,243,342,1.57143028098446
PDGFRB,PIK3CA,45,302,1.57113150858825
RAB5A,EIF3F,446,289,1.5710909157202
MAPK1,VDR,202,0,1.5708880761129
PSME3,PLEC,515,626,1.57073056717018
PCBP1,SRSF11,537,494,1.57070783051285
CCT5,PPP2R2A,464,587,1.57068562814501
MAPK11,YWHAG,340,454,1.57062649888293
FGFR1,PDPK1,47,263,1.5705139288897
CDKN1A,CEBPA,204,418,1.57043978162547
CCN2,EGFR,518,25,1.57043121772927
SPINDOC,EGFR,619,25,1.57043121772927
HDAC2,MSN,21,426,1.57026937613976
ESR2,PISD,39,498,1.57022449799061
MAP3K2,HSP90AA1,516,290,1.57010791185799
LYN,YES1,243,231,1.5700920349924
CCN2,ESR1,518,31,1.5697952826028
ESR1,SEPTIN3,31,596,1.56979528236188
TNFAIP6,UBC,324,444,1.56971502638294
PML,BCL2,206,219,1.56967412694775
EIF4G1,SMARCD1,618,625,1.56961047663612
ZDHHC5,MAP2K1,557,342,1.5695632428754
HDAC6,PHB2,268,312,1.56932398711247
SRRM2,HNRNPA2B1,629,392,1.56929983927356
CCT5,SRRM2,464,629,1.56929983925098
EPHA2,RAF1,229,41,1.56914124664545
STAU1,API5,471,371,1.56902914272283
DRD2,ANXA1,102,190,1.56902722650984
CLTC,PRKAB1,375,26,1.56883997107408
AKT1,JAK3,203,332,1.56879884214173
ESR2,CACNA1C,39,86,1.56859839396172
ANXA2,MORF4L2,373,474,1.56843761130544
CDH5,SRC,55,228,1.56843106721858
ZDHHC5,PLEC,557,626,1.56839990973753
SYK,EZR,258,506,1.56832284580988
APP,KDR,491,43,1.56822700077757
G6PD,GRB2,377,565,1.56820558072828
CSNK2B,DNMT1,288,189,1.56807515062312
HNRNPD,SRSF11,530,494,1.56793953527268
SIN3A,MACROH2A1,456,487,1.56776320811578
RAB10,STAU1,522,471,1.56763793623387
TNPO1,VCAM1,387,162,1.56761470567155
LARP1,SRSF1,438,563,1.5675087448425
BRPF3,MAPT,570,222,1.56748557323321
NR3C1,KPNA1,36,476,1.56740178486853
A2M,VCAM1,59,162,1.56737082868915
SRRM2,LYN,629,243,1.56728471349607
AP2B1,ZDHHC5,475,557,1.56724543219925
HSP90AA1,BCL2,290,219,1.56719789511339
AKT1,ALDOA,203,409,1.56712441279774
FRS2,PIK3R1,425,538,1.56705182365721
ZDHHC5,YES1,557,231,1.56695817389037
EGFR,BZW1,25,365,1.5669578236166
FGFR4,RAF1,341,41,1.56688640908863
CLTC,SF1,375,507,1.56687311571982
GRB2,PRKAB1,565,26,1.56659748635171
GART,JUN,83,69,1.5664707814562
PIK3CG,RARA,262,112,1.56645558693075
ETS1,SRC,437,228,1.56644687362624
ABL1,KIT,80,46,1.56634581216617
CTNND1,MAPK1,415,202,1.5661853719651
FGFR2,MAPK1,338,202,1.5661853719651
ERBB4,PIK3CA,347,302,1.56614551192028
NTRK1,ARID4B,76,379,1.56611218010352
CLTC,PDGFRB,375,45,1.56589910600901
ACTB,TJP1,286,508,1.56581909002051
GRB2,MYO10,565,419,1.56561771374784
RUVBL2,CRBN,292,53,1.56551540567333
HCK,AR,275,37,1.56548205278085
BAD,BECN1,358,129,1.5653560342869
CDK4,BIRC5,348,274,1.56525375811909
ALDOA,MAPT,409,222,1.56523171034962
HSP90AB1,PRKCQ,301,264,1.56517099827859
EGFR,SLC25A3,25,461,1.56509480711328
ERBB2,RET,247,48,1.56506129574918
HIF1A,MED13,632,528,1.56498028820848
AKT1,RAP1A,203,602,1.56491997369977
PSME3,TUBB,515,29,1.56483921518663
PPP2R2A,TUBA4A,587,62,1.5647519274408
SLC25A3,RAF1,461,41,1.56466431824121
ESRRB,HSPA8,253,242,1.564612752
FLOT2,KIF23,417,395,1.56454807297092
CDK4,NCOA2,348,252,1.56454320791928
FGFR1,RARA,47,112,1.56450164346775
PHB2,PPARG,312,24,1.56439536050385
MAPT,STXBP1,222,544,1.56411701707367
YWHAG,API5,454,371,1.56407175777962
CDKN1A,PSMB8,204,334,1.56383224339728
PCBP1,VCAM1,537,162,1.56375276764127
HDAC6,JAK2,268,330,1.56369735214795
LAYN,DDR2,322,339,1.56360466823689
H2AX,TOP2A,554,52,1.56351699215889
HSPA8,RAF1,242,41,1.56344316563014
PHB2,SLC25A3,312,461,1.56344082832999
SRRM2,TUBA4A,629,62,1.56333230008269
JAK2,MAPK3,330,201,1.56331820033317
GSK3B,IMPDH2,260,131,1.56309376617536
CEBPB,GSK3B,296,260,1.56309376594265
PIK3CA,MAP2K1,302,342,1.56280943296308
DNAJB6,BECN1,459,129,1.56266419078831
RAB10,YWHAG,522,454,1.56265227126924
SRC,STAT5B,228,232,1.56255357939019
MAPT,TF,222,60,1.56245980501269
MAPK1,TOP2A,202,52,1.56244216240966
AR,BTK,37,235,1.56241971122072
LARP1,MTOR,438,140,1.56233623580428
JAK1,PIK3CA,331,302,1.56221047467536
ESR1,ACTB,31,286,1.56206339031839
SRC,HDAC3,228,267,1.56204622352154
CEBPA,HIF1A,418,632,1.56195575955133
AKT1,RCN2,203,440,1.56167098091135
MTOR,BAD,140,358,1.56164565098723
G3BP1,KIF23,420,395,1.56155861821191
SIK1,LYN,344,243,1.56142768447519
PTK2B,HSP90AB1,250,301,1.56133634703876
SOGA1,ARID1A,458,380,1.56129445697154
TJP1,TUBA1A,508,65,1.56123686461937
ERBB2,ATP2A2,247,489,1.56108473702152
CSNK2B,VCAM1,288,162,1.5610819291473
TUBB,PAFAH1B1,29,382,1.56106008602165
CLTC,STAU1,375,471,1.5608647489838
IGF2R,VCAM1,606,162,1.56085831227696
HDAC6,SRRM2,268,629,1.56081602303808
ESR2,ZFHX3,39,558,1.56071681304705
ESR2,ZNF217,39,401,1.56071681304705
CDKN1A,VDR,204,0,1.5606313699509
LIG3,KIF23,14,395,1.56045625007607
LARP1,HNRNPD,438,530,1.56043993281186
HDAC2,TNPO1,21,387,1.56025248478401
